Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
08/10/2020,2027.77,2033.71,2050.1,2019.42,,-0.36%
08/11/2020,1911.64,2027.11,2031.59,1901.57,,-5.73%
08/12/2020,1918.07,1911.26,1949.26,1863.92,,0.34%
08/13/2020,1954,1920.87,1966.83,1913.42,,1.87%
08/14/2020,1944.29,1953.98,1962.62,1932.46,,-0.5%
08/17/2020,1986.2,1946.22,1990.91,1929.74,,2.16%
08/18/2020,2001.2,1985.47,2015.23,1977.56,,0.76%
08/19/2020,1929.82,2001.22,2006.51,1924.63,,-3.57%
08/20/2020,1943.6,1929.28,1955.99,1925.47,,0.71%
08/21/2020,1940.16,1946.96,1956.37,1911.76,,-0.18%
08/24/2020,1933.09,1938.63,1962.04,1924.28,,-0.36%
08/25/2020,1928.19,1932.66,1937.55,1914.31,,-0.25%
08/26/2020,1954.03,1928.66,1955.15,1902.81,,1.34%
08/27/2020,1929.2,1953.35,1976.32,1909.96,,-1.27%
08/28/2020,1964.89,1929.44,1973.81,1923.71,,1.85%
08/31/2020,1970.15,1965.39,1976.53,1954.55,,0.27%
09/01/2020,1970.49,1967.58,1992.26,1963.22,,0.02%
09/02/2020,1942.98,1969.71,1974.41,1932.75,,-1.4%
09/03/2020,1930.85,1943,1951.15,1921.95,,-0.62%
09/04/2020,1932.85,1931.51,1942.25,1916.64,,0.1%
09/07/2020,1929.18,1930.35,1941.45,1924.43,,-0.19%
09/08/2020,1931.26,1929.14,1940.8,1906.57,,0.11%
09/09/2020,1946.66,1932.26,1950.95,1920.2,,0.8%
09/10/2020,1954.07,1946.06,1966.5,1941.42,,0.38%
09/11/2020,1941.5,1955.2,1957.95,1937.42,,-0.64%
09/14/2020,1956.37,1941.05,1962.52,1937.46,,0.77%
09/15/2020,1955.52,1957.31,1972.35,1948.64,,-0.04%
09/16/2020,1959.32,1956.19,1973.63,1949.89,,0.19%
09/17/2020,1942.6,1959.99,1963.48,1932.99,,-0.85%
09/18/2020,1949.69,1943.87,1960.2,1941.79,,0.37%
09/21/2020,1912.57,1949.55,1955.75,1883.21,,-1.9%
09/22/2020,1899.28,1912.8,1919.99,1894.93,,-0.69%
09/23/2020,1863.55,1900.2,1905.56,1855.77,,-1.88%
09/24/2020,1868.04,1863.42,1877.3,1848.45,,0.24%
09/25/2020,1860.05,1868.61,1875.28,1852.59,,-0.43%
09/28/2020,1880.85,1859,1883.39,1849.19,,1.12%
09/29/2020,1897.69,1881.4,1899.24,1875.56,,0.9%
09/30/2020,1885.44,1897.81,1902.39,1881.31,,-0.65%
10/01/2020,1905.05,1885.8,1912.09,1884.48,,1.04%
10/02/2020,1898.7,1905.65,1917.28,1889.57,,-0.33%
10/05/2020,1912.9,1902.24,1918.74,1886.81,,0.75%
10/06/2020,1877.13,1913.28,1921.1,1874.57,,-1.87%
10/07/2020,1887.22,1878.84,1898.31,1873.05,,0.54%
10/08/2020,1893.09,1887.4,1900.73,1881.86,,0.31%
10/09/2020,1929.43,1894.19,1930.83,1893.32,,1.92%
10/12/2020,1921.95,1930.5,1933.45,1918.19,,-0.39%
10/13/2020,1890.82,1922.42,1925.73,1886.59,,-1.62%
10/14/2020,1900.89,1891.9,1913.03,1882.44,,0.53%
10/15/2020,1907.82,1900.31,1909.22,1889.46,,0.36%
10/16/2020,1898.97,1907.95,1914.06,1897.59,,-0.46%
10/19/2020,1904.27,1899.94,1918.59,1897.09,,0.28%
10/20/2020,1906.39,1904.24,1914.2,1894.74,,0.11%
10/21/2020,1924.49,1908.65,1931.41,1907.94,,0.95%
10/22/2020,1904.04,1924.34,1926,1894.8,,-1.06%
10/23/2020,1900.79,1904.24,1914.3,1894.54,,-0.17%
10/26/2020,1901.69,1902.34,1908.55,1890.9,,0.05%
10/27/2020,1906.83,1902.19,1911.34,1897.47,,0.27%
10/28/2020,1877.06,1908.05,1911.03,1869.59,,-1.56%
10/29/2020,1867.13,1876.94,1885.42,1859.67,,-0.53%
10/30/2020,1877.95,1868.24,1889.85,1864.64,,0.58%
11/02/2020,1895.1,1878.59,1896.12,1873.21,,0.91%
11/03/2020,1908.36,1895.8,1910.71,1886.81,,0.7%
11/04/2020,1903.21,1908.59,1916.68,1883.15,,-0.27%
11/05/2020,1948.56,1903.65,1952.95,1902.43,,2.38%
11/06/2020,1951.51,1949.24,1960.77,1935.4,,0.15%
11/09/2020,1861.86,1954.65,1965.92,1850.36,,-4.59%
11/10/2020,1876.5,1862.15,1890.6,1860.3,,0.79%
11/11/2020,1864.71,1877.34,1884.93,1856.05,,-0.63%
11/12/2020,1875.76,1865.3,1883.88,1862.46,,0.59%
11/13/2020,1888.04,1876.44,1897.16,1873.76,,0.65%
11/16/2020,1888.52,1888.74,1899.35,1864.74,,0.03%
11/17/2020,1878.6,1889.15,1893.9,1877.69,,-0.52%
11/18/2020,1871.41,1878.6,1884.92,1863.94,,-0.38%
11/19/2020,1867.37,1871.44,1874.34,1852.48,,-0.22%
11/20/2020,1870.49,1867.59,1879.98,1860.66,,0.17%
11/23/2020,1835.85,1869.84,1876.72,1830.85,,-1.85%
11/24/2020,1807.51,1836.65,1839.26,1800.69,,-1.54%
11/25/2020,1805.3,1807.69,1817.98,1801.33,,-0.12%
11/26/2020,1810.57,1805.74,1818.78,1805.31,,0.29%
11/27/2020,1788.13,1811.09,1813.81,1773.93,,-1.24%
11/30/2020,1777.02,1789.05,1789.99,1764.69,,-0.62%
12/01/2020,1814.87,1777.4,1817.55,1775.52,,2.13%
12/02/2020,1831.01,1815.19,1832.65,1806.99,,0.89%
12/03/2020,1840.36,1831.34,1844.45,1823.6,,0.51%
12/04/2020,1837.61,1841.05,1848.26,1829.3,,-0.15%
12/07/2020,1863.69,1837.99,1868.76,1822.99,,1.42%
12/08/2020,1871.36,1863.55,1875.79,1859.83,,0.41%
12/09/2020,1839.11,1871.19,1871.37,1825.71,,-1.72%
12/10/2020,1835.31,1839.59,1850.4,1828.48,,-0.21%
12/11/2020,1839.03,1835.55,1847.89,1824.23,,0.2%
12/14/2020,1827.17,1839.3,1839.86,1819.92,,-0.64%
12/15/2020,1853.46,1827.8,1855.76,1825.29,,1.44%
12/16/2020,1864.15,1853.94,1866.2,1844.75,,0.58%
12/17/2020,1885.87,1864.26,1896.26,1861.83,,1.17%
12/18/2020,1880.66,1885.8,1889.88,1876.97,,-0.28%
12/21/2020,1876.21,1883.2,1906.93,1856.69,,-0.24%
12/22/2020,1859.56,1876.65,1884.61,1858.73,,-0.89%
12/23/2020,1872.08,1859.99,1878.59,1858.59,,0.67%
12/24/2020,1876.56,1872.74,1882.55,1869.52,,0.24%
12/25/2020,1875.82,1877.07,1877.07,1877.07,,-0.04%
12/28/2020,1871.19,1885.93,1900.53,1869.21,,-0.25%
12/29/2020,1877.99,1872.24,1886.91,1870.99,,0.36%
12/30/2020,1893.37,1878.34,1894.06,1875.66,,0.82%
12/31/2020,1896.49,1893.55,1901.26,1884.77,,0.16%
01/01/2021,1898.1,1897.69,1899.12,1897.39,,0.09%
01/04/2021,1942.28,1906.05,1944.65,1905.36,,2.33%
01/05/2021,1949.35,1942.65,1953.17,1934.08,,0.36%
01/06/2021,1918.81,1950.3,1959.6,1901.11,,-1.57%
01/07/2021,1912.5,1919.4,1927.97,1906.86,,-0.33%
01/08/2021,1848.26,1912.9,1917.85,1828.74,,-3.36%
01/11/2021,1844.66,1849.34,1857.05,1817.14,,-0.19%
01/12/2021,1855.63,1845.34,1864.08,1837.41,,0.59%
01/13/2021,1843.41,1856.19,1863.26,1843.34,,-0.66%
01/14/2021,1846.37,1843.94,1857.59,1833.21,,0.16%
01/15/2021,1826.59,1846.8,1856.85,1823.21,,-1.07%
01/18/2021,1836.89,1828.94,1840.95,1810.46,,0.56%
01/19/2021,1839.34,1838.09,1845.98,1833.06,,0.13%
01/20/2021,1870.91,1840.05,1872.03,1832.46,,1.72%
01/21/2021,1869.91,1871.07,1875.45,1858.16,,-0.05%
01/22/2021,1852.55,1870.09,1871.17,1837.09,,-0.93%
01/25/2021,1854.99,1855.75,1868.45,1847.3,,0.13%
01/26/2021,1850.31,1855.55,1861.86,1848.36,,-0.25%
01/27/2021,1843.99,1850.65,1853.58,1831.29,,-0.34%
01/28/2021,1840.36,1844.34,1864.26,1833.81,,-0.2%
01/29/2021,1846.09,1840.9,1876.03,1839.56,,0.31%
02/01/2021,1860.16,1863.05,1871.84,1849.04,,0.76%
02/02/2021,1837.35,1860.84,1864.26,1829.46,,-1.23%
02/03/2021,1833.76,1837.49,1845.29,1829.49,,-0.2%
02/04/2021,1792.26,1834.34,1835.13,1785.15,,-2.26%
02/05/2021,1811.62,1792.49,1815.32,1791.8,,1.08%
02/08/2021,1830.16,1815.44,1839.15,1807.48,,1.02%
02/09/2021,1837.06,1830.59,1849.15,1828.63,,0.38%
02/10/2021,1842.22,1837.55,1855.7,1833.91,,0.28%
02/11/2021,1825.36,1842.65,1847.95,1820.63,,-0.91%
02/12/2021,1823.46,1825.9,1830.8,1810.33,,-0.1%
02/15/2021,1818.51,1825.34,1827.59,1815.71,,-0.27%
02/16/2021,1794.31,1819.34,1826.75,1789.19,,-1.33%
02/17/2021,1776.26,1794.65,1795.45,1769.27,,-1.01%
02/18/2021,1775.49,1776.69,1789.88,1767.98,,-0.04%
02/19/2021,1782.31,1776.19,1791.7,1760.13,,0.38%
02/22/2021,1808.66,1782.24,1812.76,1780.46,,1.48%
02/23/2021,1805.06,1809.09,1816.27,1795.78,,-0.2%
02/24/2021,1804.36,1805.34,1813.99,1783.3,,-0.04%
02/25/2021,1769.88,1804.8,1806.06,1765.44,,-1.91%
02/26/2021,1733.49,1770.49,1776.1,1717.26,,-2.06%
03/01/2021,1723.84,1733.4,1760.02,1719.52,,-0.56%
03/02/2021,1738.09,1724.1,1738.89,1707.18,,0.83%
03/03/2021,1710.95,1738.59,1740.85,1701.94,,-1.56%
03/04/2021,1697.19,1711.84,1723.34,1690.64,,-0.8%
03/05/2021,1700.86,1698.59,1707.76,1687.12,,0.22%
03/08/2021,1681.24,1702.8,1714.45,1676.7,,-1.15%
03/09/2021,1715.36,1682.55,1720.83,1679.8,,2.03%
03/10/2021,1726.05,1715.94,1726.76,1707.99,,0.62%
03/11/2021,1721.41,1726.55,1739.99,1719.38,,-0.27%
03/12/2021,1726.41,1721.59,1728.42,1698.85,,0.29%
03/15/2021,1731.84,1727.74,1734.99,1721.31,,0.31%
03/16/2021,1730.94,1730.57,1741.4,1725.8,,-0.05%
03/17/2021,1744.44,1730.61,1751.81,1724.14,,0.78%
03/18/2021,1736.41,1745.09,1755.59,1719.05,,-0.46%
03/19/2021,1744.74,1735.9,1746.88,1728.04,,0.48%
03/22/2021,1738.69,1745.74,1747.18,1727.4,,-0.35%
03/23/2021,1727.11,1739.05,1742.85,1724.42,,-0.67%
03/24/2021,1734.19,1727.8,1738.56,1723.85,,0.41%
03/25/2021,1726.82,1735.65,1745.95,1721.84,,-0.42%
03/26/2021,1731.97,1727.3,1737.01,1721.23,,0.3%
03/29/2021,1711.99,1732.15,1733.34,1705.58,,-1.15%
03/30/2021,1684.8,1712.55,1714.74,1678.85,,-1.59%
03/31/2021,1707.01,1685.59,1715.28,1677.93,,1.32%
04/01/2021,1730.18,1708.09,1730.8,1705.42,,1.36%
04/02/2021,1728.84,1730.47,1732.55,1728.67,,-0.08%
04/05/2021,1728.44,1728.74,1733.75,1721.22,,-0.02%
04/06/2021,1743.57,1728.49,1745.68,1726.82,,0.88%
04/07/2021,1737.28,1742.96,1744.57,1730.13,,-0.36%
04/08/2021,1755.94,1737.84,1759.13,1732.99,,1.07%
04/09/2021,1743.1,1756.54,1757.47,1731.09,,-0.73%
04/12/2021,1732.51,1743.8,1745.36,1727.18,,-0.61%
04/13/2021,1743.83,1732.59,1749.23,1723.27,,0.65%
04/14/2021,1736,1744.3,1749.58,1732.13,,-0.45%
04/15/2021,1763.21,1737.1,1769.91,1734.1,,1.57%
04/16/2021,1776.31,1763.84,1784.07,1759.79,,0.74%
04/19/2021,1769.31,1779.5,1790.54,1765.98,,-0.39%
04/20/2021,1777.25,1770.3,1780.77,1763.18,,0.45%
04/21/2021,1793.46,1778.64,1797.98,1775.95,,0.91%
04/22/2021,1783.94,1794.15,1798.29,1776.83,,-0.53%
04/23/2021,1777.18,1784.33,1796.06,1770.05,,-0.38%
04/26/2021,1780.19,1776.34,1783.69,1768.7,,0.17%
04/27/2021,1776.69,1780.42,1785.9,1773.52,,-0.2%
04/28/2021,1781.32,1776.8,1782.85,1762.56,,0.26%
04/29/2021,1771.24,1780.9,1790.43,1756.19,,-0.57%
04/30/2021,1768.59,1772.9,1773.98,1763.73,,-0.15%
05/03/2021,1792.36,1768.49,1798.22,1765.91,,1.34%
05/04/2021,1778.48,1792.29,1799.38,1770.84,,-0.77%
05/05/2021,1786.44,1778.91,1788.35,1769.95,,0.45%
05/06/2021,1815.18,1787.09,1818.21,1781.67,,1.61%
05/07/2021,1830.48,1815.48,1843.45,1812.9,,0.84%
05/10/2021,1835.44,1833.24,1845.53,1830.09,,0.27%
05/11/2021,1836.94,1834.58,1842.32,1817.68,,0.08%
05/12/2021,1815.44,1837.4,1843.69,1813,,-1.17%
05/13/2021,1826.57,1815.9,1828.81,1808.78,,0.61%
05/14/2021,1842.19,1826.49,1845.55,1819.79,,0.86%
05/17/2021,1866.13,1843.84,1868.8,1841.24,,1.3%
05/18/2021,1868.22,1866.59,1875.4,1862.94,,0.11%
05/19/2021,1869.57,1869.59,1890.15,1851.94,,0.07%
05/20/2021,1876.69,1869.74,1884.12,1863.53,,0.38%
05/21/2021,1880.3,1876.84,1889.85,1870.01,,0.19%
05/24/2021,1881.07,1882.34,1887.44,1875.19,,0.04%
05/25/2021,1899.26,1880.69,1900.63,1872.73,,0.97%
05/26/2021,1896.44,1899.49,1913.15,1890.34,,-0.15%
05/27/2021,1896.08,1896.49,1903.87,1888.22,,-0.02%
05/28/2021,1902.64,1897.05,1905.9,1881.84,,0.35%
05/31/2021,1906.36,1903.69,1911.13,1901.56,,0.2%
06/01/2021,1900.19,1907.53,1916.84,1892.28,,-0.32%
06/02/2021,1907.94,1900.05,1909.34,1894.05,,0.41%
06/03/2021,1870.57,1908.09,1909.89,1865.11,,-1.96%
06/04/2021,1889.97,1871.32,1896.6,1856.09,,1.04%
06/07/2021,1899,1888.49,1900.41,1880.88,,0.48%
06/08/2021,1892.82,1898.99,1903.95,1883.38,,-0.33%
06/09/2021,1888.3,1893.49,1899.4,1886.58,,-0.24%
06/10/2021,1898.14,1888.57,1900.09,1869.84,,0.52%
06/11/2021,1876.64,1898.42,1903.3,1874.07,,-1.13%
06/14/2021,1865.99,1874.59,1878.21,1844.57,,-0.57%
06/15/2021,1858.69,1866.26,1869.67,1851.28,,-0.39%
06/16/2021,1811.95,1858.96,1862.43,1804.19,,-2.51%
06/17/2021,1773.31,1812.18,1825.58,1766.88,,-2.13%
06/18/2021,1763.34,1772.73,1797.24,1761.04,,-0.56%
06/21/2021,1782.95,1764.44,1786.75,1764.44,,1.11%
06/22/2021,1778.51,1783.23,1790.42,1771.99,,-0.25%
06/23/2021,1778.73,1778.8,1795.18,1773.13,,0.01%
06/24/2021,1775.18,1779.01,1788.56,1772.67,,-0.2%
06/25/2021,1780.34,1775.46,1790.6,1773.27,,0.29%
06/28/2021,1778.18,1781.24,1785.9,1770.69,,-0.12%
06/29/2021,1761.09,1778.44,1779.24,1750.11,,-0.96%
06/30/2021,1769.8,1761.35,1774.72,1752.78,,0.49%
07/01/2021,1776.6,1770.06,1783.07,1765.47,,0.38%
07/02/2021,1786.79,1776.83,1795.4,1773.73,,0.57%
07/05/2021,1791.61,1787.69,1795.69,1784.09,,0.27%
07/06/2021,1796.69,1791.88,1815.34,1789.91,,0.28%
07/07/2021,1803.41,1796.96,1810.13,1793.64,,0.37%
07/08/2021,1802.56,1803.67,1818.7,1794.28,,-0.05%
07/09/2021,1807.98,1802.89,1812.71,1796.09,,0.3%
07/12/2021,1805.88,1807.94,1811.04,1791.21,,-0.12%
07/13/2021,1807.44,1806.17,1817.51,1798.54,,0.09%
07/14/2021,1827.06,1807.72,1830.32,1804.21,,1.09%
07/15/2021,1829.19,1827.35,1833.99,1820.07,,0.12%
07/16/2021,1810.89,1829.45,1832.2,1808.65,,-1%
07/19/2021,1812.34,1811.65,1817.56,1794.66,,0.08%
07/20/2021,1810.03,1812.61,1825.27,1805.06,,-0.13%
07/21/2021,1803.31,1810.32,1814.02,1794.18,,-0.37%
07/22/2021,1806.69,1803.58,1808.34,1792.11,,0.19%
07/23/2021,1801.34,1806.95,1810.56,1790.45,,-0.3%
07/26/2021,1797.27,1802.65,1811.97,1795.68,,-0.23%
07/27/2021,1798.73,1797.53,1805.6,1792.83,,0.08%
07/28/2021,1806.88,1799,1809.9,1792.6,,0.45%
07/29/2021,1827.95,1807.15,1833.05,1806.29,,1.17%
07/30/2021,1813.58,1828.21,1831.63,1809.48,,-0.79%
08/02/2021,1813.39,1814.34,1819.94,1805.12,,-0.01%
08/03/2021,1809.94,1813.64,1815.18,1806.73,,-0.19%
08/04/2021,1811.41,1810.6,1832.1,1806.54,,0.08%
08/05/2021,1804.01,1811.69,1815.45,1797.74,,-0.41%
08/06/2021,1762.69,1804.28,1804.93,1758.33,,-2.29%
08/09/2021,1729.46,1763.34,1764.65,1684.77,,-1.89%
08/10/2021,1728.71,1729.74,1738.49,1717.17,,-0.04%
08/11/2021,1751.56,1729.01,1754.63,1723.54,,1.32%
08/12/2021,1752.44,1751.66,1758.62,1741.29,,0.05%
08/13/2021,1779.15,1752.72,1780.53,1751.27,,1.52%
08/16/2021,1787.24,1778.44,1789.51,1770.38,,0.45%
08/17/2021,1785.96,1787.51,1795.77,1780.28,,-0.07%
08/18/2021,1787.59,1786.21,1794.31,1777.31,,0.09%
08/19/2021,1780.18,1788.05,1792.56,1774.2,,-0.41%
08/20/2021,1780.87,1780.44,1788.85,1777.96,,0.04%
08/23/2021,1805.2,1780.55,1806.92,1776.03,,1.37%
08/24/2021,1802.61,1805.61,1810.03,1799.73,,-0.14%
08/25/2021,1790.68,1802.86,1803.57,1782.45,,-0.66%
08/26/2021,1792.16,1791.09,1798.61,1779.48,,0.08%
08/27/2021,1816.67,1792.6,1819.38,1787.66,,1.37%
08/30/2021,1810.17,1817.55,1823.38,1807.28,,-0.36%
08/31/2021,1813.43,1810.26,1819.43,1801.47,,0.18%
09/01/2021,1813.66,1813.57,1820.21,1808.18,,0.01%
09/02/2021,1809.4,1813.92,1817.53,1804.48,,-0.23%
09/03/2021,1826.19,1809.98,1834.55,1808.53,,0.93%
09/06/2021,1823.1,1828.66,1830.6,1820.58,,-0.17%
09/07/2021,1794.13,1823.27,1827.39,1792.33,,-1.59%
09/08/2021,1788.93,1794.41,1802.6,1781.98,,-0.29%
09/09/2021,1794.69,1789.19,1801.19,1783.83,,0.32%
09/10/2021,1787.34,1794.61,1804.15,1786.53,,-0.41%
09/13/2021,1793.49,1788.55,1798.66,1783.73,,0.34%
09/14/2021,1804.27,1793.77,1808.99,1781.89,,0.6%
09/15/2021,1792.59,1804.53,1807.3,1790.28,,-0.65%
09/16/2021,1753.39,1794.34,1796.71,1745.04,,-2.19%
09/17/2021,1754.16,1753.67,1768.22,1747.07,,0.04%
09/20/2021,1763.88,1754.3,1767.31,1742.24,,0.55%
09/21/2021,1774.25,1764.19,1782.07,1757.61,,0.59%
09/22/2021,1767.91,1774.51,1787.51,1764.84,,-0.36%
09/23/2021,1742.57,1768.4,1776.6,1737.84,,-1.43%
09/24/2021,1749.86,1742.82,1758.08,1739.6,,0.42%
09/27/2021,1749.85,1751.24,1761.29,1744.19,,0%
09/28/2021,1733.68,1750.45,1754.8,1727.18,,-0.92%
09/29/2021,1726.11,1733.97,1746.11,1721.07,,-0.44%
09/30/2021,1756.66,1726.4,1764.53,1721.67,,1.77%
10/01/2021,1760.36,1756.91,1764.4,1749.36,,0.21%
10/04/2021,1769.51,1762.15,1771.06,1747.23,,0.52%
10/05/2021,1759.96,1769.75,1771.03,1748.56,,-0.54%
10/06/2021,1762.48,1760.45,1765.78,1745.45,,0.14%
10/07/2021,1755.29,1762.74,1767.45,1751.38,,-0.41%
10/08/2021,1756.67,1755.89,1781.6,1753.03,,0.08%
10/11/2021,1753.86,1757.34,1761.36,1749.68,,-0.16%
10/12/2021,1759.93,1754.12,1769.78,1750.47,,0.35%
10/13/2021,1792.65,1760.05,1796.31,1757.89,,1.86%
10/14/2021,1795.56,1792.75,1800.91,1786.22,,0.16%
10/15/2021,1767.26,1795.81,1796.89,1764.48,,-1.58%
10/18/2021,1764.6,1767.74,1772.3,1759.68,,-0.15%
10/19/2021,1768.87,1764.99,1785.53,1762.48,,0.24%
10/20/2021,1781.83,1769.28,1788.68,1766.5,,0.73%
10/21/2021,1782.76,1782.1,1789.61,1776.07,,0.05%
10/22/2021,1792.48,1782.89,1814.22,1782.46,,0.55%
10/25/2021,1807.47,1794,1810.18,1791.95,,0.84%
10/26/2021,1792.63,1807.9,1808.5,1781.98,,-0.82%
10/27/2021,1796.69,1793.04,1799.38,1782.83,,0.23%
10/28/2021,1798.62,1796.78,1810.49,1792.34,,0.11%
10/29/2021,1782.81,1799.03,1801.49,1771.7,,-0.88%
11/01/2021,1793.05,1783.24,1796.2,1778.89,,0.57%
11/02/2021,1787.28,1793.61,1796.91,1785.78,,-0.32%
11/03/2021,1769.52,1787.71,1788.42,1758.45,,-0.99%
11/04/2021,1791.7,1769.98,1799.26,1769.13,,1.25%
11/05/2021,1816.73,1792.14,1818.61,1785.17,,1.4%
11/08/2021,1824.26,1818.44,1826.93,1812.08,,0.41%
11/09/2021,1831.48,1824.74,1833.08,1817.7,,0.4%
11/10/2021,1849.57,1831.9,1868.7,1821.6,,0.99%
11/11/2021,1861.52,1849.69,1866.35,1842.66,,0.65%
11/12/2021,1864.04,1861.99,1868.69,1844.78,,0.14%
11/15/2021,1862.46,1868.15,1870.57,1855.73,,-0.09%
11/16/2021,1849.91,1862.94,1877.4,1849.16,,-0.67%
11/17/2021,1866.96,1850.34,1868.32,1849.38,,0.92%
11/18/2021,1858.46,1866.97,1871.29,1854.94,,-0.46%
11/19/2021,1844.6,1858.9,1865.76,1842.98,,-0.75%
11/22/2021,1805.04,1846.74,1849.49,1801.95,,-2.14%
11/23/2021,1789.73,1805.65,1812.5,1781.63,,-0.85%
11/24/2021,1788.5,1790.34,1797.01,1778.44,,-0.07%
11/25/2021,1788.45,1789.49,1795.65,1785.85,,0%
11/26/2021,1791.81,1788.7,1815.78,1780.79,,0.19%
11/29/2021,1785.01,1790.05,1799.8,1781.23,,-0.38%
11/30/2021,1773.78,1785.34,1809.38,1769.43,,-0.63%
12/01/2021,1782.66,1774.15,1794.8,1771.96,,0.5%
12/02/2021,1768.64,1783.05,1783.58,1761.68,,-0.79%
12/03/2021,1783.74,1768.84,1786.44,1765.63,,0.85%
12/06/2021,1778.11,1784.79,1787.87,1775.91,,-0.32%
12/07/2021,1784.04,1778.08,1788.02,1771.93,,0.33%
12/08/2021,1782.06,1784.4,1793.6,1779.45,,-0.11%
12/09/2021,1774.46,1782.49,1788.05,1772.8,,-0.43%
12/10/2021,1782.51,1774.94,1789.47,1769.43,,0.45%
12/13/2021,1786.94,1782.94,1791.78,1781.51,,0.25%
12/14/2021,1770.18,1787.19,1789.74,1766.31,,-0.94%
12/15/2021,1777.06,1770.49,1781.04,1753.84,,0.39%
12/16/2021,1799.03,1777.4,1799.53,1775.43,,1.24%
12/17/2021,1797.68,1799.55,1814.63,1795.67,,-0.07%
12/20/2021,1789.32,1799.4,1804.32,1787.98,,-0.47%
12/21/2021,1788.36,1789.74,1800.85,1784.58,,-0.05%
12/22/2021,1803.4,1788.94,1805.13,1785.41,,0.84%
12/23/2021,1807.91,1803.69,1811.02,1798.88,,0.25%
12/24/2021,1808.11,1808.19,1812.7,1801.61,,0.01%
12/27/2021,1810.9,1808.19,1813.74,1802.89,,0.15%
12/28/2021,1805.37,1811.84,1820.7,1804.38,,-0.31%
12/29/2021,1803.66,1805.59,1808.16,1788.94,,-0.09%
12/30/2021,1815.01,1803.99,1817.44,1795.78,,0.63%
12/31/2021,1828.39,1815.44,1830.58,1814.15,,0.74%
01/03/2022,1800.85,1830.14,1832.06,1797.93,,-1.51%
01/04/2022,1814.56,1801.34,1816.83,1798.44,,0.76%
01/05/2022,1809.53,1814.9,1829.82,1807.97,,-0.28%
01/06/2022,1788.68,1809.94,1811.89,1786.03,,-1.15%
01/07/2022,1795.63,1789.55,1799.2,1782.63,,0.39%
01/10/2022,1801.41,1795.41,1802.57,1790.43,,0.32%
01/11/2022,1822.01,1801.69,1823.35,1800.09,,1.14%
01/12/2022,1825.32,1822.49,1828.33,1814.2,,0.18%
01/13/2022,1822.09,1825.94,1828.38,1811.83,,-0.18%
01/14/2022,1817.22,1822.55,1829.66,1814.13,,-0.27%
01/17/2022,1818.99,1817.9,1823.72,1812.67,,0.1%
01/18/2022,1813.54,1819.77,1823.01,1805.53,,-0.3%
01/19/2022,1839.96,1813.69,1843.72,1809.97,,1.46%
01/20/2022,1838.36,1840.3,1848.36,1835.67,,-0.09%
01/21/2022,1833.24,1838.65,1843.53,1828.04,,-0.28%
01/24/2022,1843.06,1834.49,1844.53,1829.09,,0.54%
01/25/2022,1847.56,1843.34,1853.98,1834.64,,0.24%
01/26/2022,1818.12,1847.99,1850.44,1814.9,,-1.59%
01/27/2022,1796.51,1818.44,1822.51,1790.98,,-1.19%
01/28/2022,1791.03,1796.94,1799.82,1779.88,,-0.3%
01/31/2022,1796.47,1791.19,1800.23,1785.03,,0.3%
02/01/2022,1800.65,1796.72,1809.16,1795.13,,0.23%
02/02/2022,1806.5,1800.94,1811.53,1794.11,,0.32%
02/03/2022,1804.4,1807.19,1809.22,1788.39,,-0.12%
02/04/2022,1807.49,1804.8,1815.44,1790.94,,0.17%
02/07/2022,1820.31,1806.99,1824.06,1806.94,,0.71%
02/08/2022,1825.48,1820.59,1829.09,1815.06,,0.28%
02/09/2022,1832.43,1826.05,1836.35,1824.5,,0.38%
02/10/2022,1826.57,1832.94,1842.35,1821.46,,-0.32%
02/11/2022,1859.96,1827.25,1865.63,1820.79,,1.83%
02/14/2022,1870.29,1861.55,1874.41,1850.45,,0.56%
02/15/2022,1853.06,1870.94,1879.89,1844.27,,-0.92%
02/16/2022,1868.37,1853.4,1873.16,1849.94,,0.83%
02/17/2022,1897.27,1868.84,1901.57,1867.18,,1.55%
02/18/2022,1897.87,1897.94,1902.84,1886.16,,0.03%
02/21/2022,1905.63,1900.4,1908.38,1887.19,,0.41%
02/22/2022,1898.13,1905.89,1914.44,1891.16,,-0.39%
02/23/2022,1907.55,1898.44,1911,1889.23,,0.5%
02/24/2022,1903.14,1907.99,1974.48,1879.05,,-0.23%
02/25/2022,1887.56,1903.55,1921.54,1883.1,,-0.82%
02/28/2022,1907.9,1920.86,1929.36,1890.59,,1.08%
03/01/2022,1943.22,1908.19,1950.45,1900.93,,1.85%
03/02/2022,1926.11,1943.69,1948.18,1913.82,,-0.88%
03/03/2022,1935.21,1926.49,1941.47,1921.73,,0.47%
03/04/2022,1968.45,1935.65,1970.8,1929.78,,1.72%
03/07/2022,1998.11,1977.09,2002.9,1960.76,,1.51%
03/08/2022,2052.41,1998.3,2070.29,1981,,2.72%
03/09/2022,1991.49,2052.75,2059.25,1976.3,,-2.97%
03/10/2022,1995.86,1991.94,2009.57,1970.66,,0.22%
03/11/2022,1985.29,1996.15,1999.22,1958.8,,-0.53%
03/14/2022,1951.11,1985.49,1990.33,1949.87,,-1.72%
03/15/2022,1917.84,1951.02,1954.95,1906.73,,-1.71%
